variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
key,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,depth_from,depth_to,val,val,val
0,0.0,0.3,19.0,,,ET,,,unknown,,,755.0,0.0,0.1,Cosmic-ray-Probe,,,47.3805,,,60,,,60,,,60,,,unknown,,,8.9934,,,COSMOS,0.0,0.3,1.0,0.0,0.3,45.0,0.0,0.3,0.43,0.0,0.3,36.0,,,Rietholzbach,,,2010-12-13 17:00:00,,,2020-02-10 17:00:00,0.0,0.1,soil_moisture,COSMOS/Rietholzbach/COSMOS_COSMOS_Rietholzbach_sm_0.000000_0.100000_Cosmic-ray-Probe_20101213_20200210.stm,header_values
