,sm,sm_noise,dir,ssf,sat_id,proc_flag,corr_flag,conf_flag,slope40,slope40_noise,curvature40,curvature40_noise,sigma40,sigma40_noise,snow_prob,frozen_prob,abs_sm_gldas,abs_sm_noise_gldas,abs_sm_hwsd,abs_sm_noise_hwsd,vod,distance,soil_moisture,soil_moisture_flag,soil_moisture_orig_flag,index
2010-12-12 20:49:48.750006,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13 09:03:35.624016,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-15 19:47:39.374016,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-08 19:51:13.125019,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16 09:00:16.874984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18 19:44:22.500008,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-29 20:56:56.250000,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-30 20:36:07.499984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02 19:34:05.624980,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-06 10:05:52.499020,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-13 20:46:31.873987,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-18 20:43:03.749990,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-21 19:40:58.125016,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23 20:39:35.624987,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24 08:53:24.374988,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28 20:36:07.499984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-10 09:03:44.999986,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 10:02:24.374983,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 19:47:48.749986,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-14 20:46:28.124983,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-17 19:44:20.624984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-19 20:42:59.999980,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-21 10:16:05.623998,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-22 19:40:54.375006,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-25 08:53:18.749993,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-27 19:37:26.250003,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01 19:33:59.999020,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-02 20:53:20.624013,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-04 08:46:20.625003,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-05 19:51:13.125019,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-10 19:47:48.749986,0.0,5.15,0.0,1.0,3.0,0.0,1.0,0.0,-0.07403478,0.00093076803,-0.0012361152,0.00010285672,-9.240001,0.091000006,0.0,0.0,,,,,0.59675276,0.008463541828703704,0.32,G,M,2011-04-10 20:00:00
2011-04-12 20:46:30.000008,13.95,5.14,0.0,1.0,3.0,0.0,0.0,0.0,-0.072792076,0.0009314524,-0.0012798304,0.00010278698,-8.863001,0.093,0.0,0.0,,,,,0.6026392,0.009374999907407408,0.315,G,M,2011-04-12 21:00:00
2011-04-15 09:58:59.998984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-15 19:44:24.374993,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-17 20:43:03.748984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-20 19:41:00.000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-23 08:53:24.374988,1.1999999,5.73,1.0,1.0,3.0,0.0,0.0,0.0,-0.068827935,0.0008850279,-0.0014344774,9.8881545e-05,-8.937,0.095000006,0.0,0.0,,,,,0.6227347,0.004578993194444445,0.254,G,M,2011-04-23 09:00:00
2011-04-25 19:37:33.749017,0.0,5.87,0.0,1.0,3.0,0.0,1.0,0.0,-0.068613455,0.0008810627,-0.0014576974,9.866894e-05,-9.119,0.094000004,0.0,0.0,,,,,0.6243179,0.015581608599537037,0.235,G,M,2011-04-25 20:00:00
2011-04-30 19:34:09.373984,0.0,6.0299997,0.0,1.0,3.0,0.0,1.0,0.0,-0.06898702,0.0008709197,-0.0014913103,9.8599434e-05,-9.209001,0.096,0.0,0.0,,,,,0.6238222,0.01794706037037037,0.234,G,M,2011-04-30 20:00:00
2011-05-02 09:07:18.749984,0.0,5.67,1.0,1.0,3.0,0.0,1.0,0.0,-0.06929231,0.0008683569,-0.0015086356,9.839664e-05,-9.17,0.089,0.0,0.0,,,,,0.623108,-0.005078124814814814,0.249,G,M,2011-05-02 09:00:00
2011-05-04 19:51:18.750014,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05 19:30:43.125012,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-07 09:03:48.749996,0.0,5.62,1.0,1.0,3.0,0.0,1.0,0.0,-0.0702536,0.00086886017,-0.0015690438,9.76314e-05,-8.975,0.091000006,0.0,0.0,,,,,0.6210481,-0.0026475693981481484,0.247,G,M,2011-05-07 09:00:00
2011-05-09 19:47:52.499996,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10 19:27:16.873988,0.0,6.1,0.0,1.0,3.0,0.0,1.0,0.0,-0.07084411,0.00086452963,-0.0016195297,9.722075e-05,-8.966001,0.101,0.0,0.0,,,,,0.6201941,-0.018945300787037038,0.235,G,M,2011-05-10 19:00:00
2011-05-14 09:58:59.998984,12.53,5.48,1.0,1.0,3.0,0.0,0.0,0.0,-0.07155654,0.00086254976,-0.0016554553,9.728188e-05,-8.711,0.091000006,0.0,0.0,,,,,0.61841524,0.0006944562037037037,0.316,G,M,2011-05-14 10:00:00
2011-05-16 20:43:01.875004,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17 08:56:48.749981,1.0,5.81,1.0,1.0,3.0,0.0,0.0,0.0,-0.07201923,0.00086908706,-0.0016759065,9.7572716e-05,-8.929001,0.095000006,0.0,0.0,,,,,0.6171801,0.002213541886574074,0.376,G,M,2011-05-17 09:00:00
2011-05-19 09:55:31.873981,3.11,5.52,1.0,1.0,3.0,0.0,0.0,0.0,-0.072242744,0.0008689089,-0.0016769607,9.762781e-05,-8.896001,0.09,0.0,0.0,,,,,0.6163224,0.0031033104050925925,0.318,G,M,2011-05-19 10:00:00
2011-05-19 19:40:56.249990,1.99,5.7599998,0.0,1.0,3.0,0.0,0.0,0.0,-0.072242744,0.0008689089,-0.0016769607,9.762781e-05,-8.917001,0.095000006,0.0,0.0,,,,,0.6163224,0.013237847337962964,0.318,G,M,2011-05-19 20:00:00
2011-05-20 21:00:20.624993,27.18,5.8199997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07234007,0.0008704938,-0.001682043,9.789265e-05,-8.449,0.101,0.0,0.0,,,,,0.6160873,-0.00023871519675925927,0.359,G,M,2011-05-20 21:00:00
2011-05-25 20:56:50.625006,3.9099998,5.99,0.0,1.0,3.0,0.0,0.0,0.0,-0.07291323,0.00087651296,-0.0016971943,9.912577e-05,-8.892,0.1,0.0,0.0,,,,,0.6142687,0.0021918402083333332,0.318,G,M,2011-05-25 21:00:00
2011-05-26 09:10:37.499982,10.809999,5.3399997,1.0,1.0,3.0,0.0,0.0,0.0,-0.07298447,0.00087298977,-0.0017036849,9.8975586e-05,-8.7630005,0.08800001,0.0,0.0,,,,,0.6141797,-0.007378472013888889,0.294,G,M,2011-05-26 09:00:00
2011-05-27 08:49:48.750006,35.059998,5.65,1.0,1.0,3.0,0.0,0.0,0.0,-0.07308829,0.0008730588,-0.0017103172,9.8854965e-05,-8.311001,0.09900001,0.0,0.0,,,,,0.61396676,0.007074652708333334,0.348,G,M,2011-05-27 09:00:00
2011-05-31 09:07:05.625009,7.58,5.46,1.0,1.0,3.0,0.0,0.0,0.0,-0.073320806,0.00087240676,-0.0017175926,9.820455e-05,-8.827001,0.09,0.0,0.0,,,,,0.6132661,-0.004926215381944444,0.318,G,M,2011-05-31 09:00:00
2011-06-02 19:51:07.499984,26.41,5.22,0.0,1.0,3.0,0.0,0.0,0.0,-0.07332328,0.00087102136,-0.0017130245,9.779076e-05,-8.477,0.09,0.0,0.0,,,,,0.61312217,0.00616319462962963,0.399,G,M,2011-06-02 20:00:00
2011-06-03 19:30:29.999998,6.19,5.96,0.0,1.0,3.0,0.0,0.0,0.0,-0.073295,0.00087163417,-0.0017110923,9.786564e-05,-8.8550005,0.1,0.0,0.0,,,,,0.6131761,0.020486111134259258,0.41,G,M,2011-06-03 20:00:00
2011-06-07 10:02:13.124993,4.72,5.6299996,1.0,1.0,3.0,0.0,0.0,0.0,-0.07322934,0.0008657929,-0.0016906334,9.720972e-05,-8.889001,0.094000004,0.0,0.0,,,,,0.6128313,-0.0015407985300925926,0.389,G,M,2011-06-07 10:00:00
2011-06-07 19:47:37.498991,11.99,5.44,0.0,1.0,3.0,0.0,0.0,0.0,-0.07322934,0.0008657929,-0.0016906334,9.720972e-05,-8.753,0.09200001,0.0,0.0,,,,,0.6128313,0.008593761678240741,0.368,G,M,2011-06-07 20:00:00
2011-06-08 19:27:00.000010,19.49,5.8599997,0.0,1.0,3.0,0.0,0.0,0.0,-0.073254734,0.0008646006,-0.0016875953,9.6986114e-05,-8.614,0.102000006,0.0,0.0,,,,,0.61264265,-0.01875000011574074,0.383,G,M,2011-06-08 19:00:00
2011-06-09 20:46:16.874993,14.059999,5.5299997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07329243,0.0008642213,-0.0016835879,9.696102e-05,-8.718,0.094000004,0.0,0.0,,,,,0.61237687,0.009526909803240741,0.357,G,M,2011-06-09 21:00:00
2011-06-10 09:00:03.750009,15.589999,5.48,1.0,1.0,3.0,0.0,0.0,0.0,-0.0733582,0.0008614433,-0.0016739053,9.688309e-05,-8.695001,0.094000004,0.0,0.0,,,,,0.611835,0.041623263784722225,0.349,G,M,2011-06-10 10:00:00
2011-06-12 19:44:09.373988,10.349999,5.47,0.0,1.0,3.0,0.0,0.0,0.0,-0.07344564,0.000847001,-0.0016494608,9.562602e-05,-8.806001,0.093,0.0,0.0,,,,,0.61077774,0.01100261587962963,0.368,G,M,2011-06-12 20:00:00
2011-06-14 20:42:50.624010,9.33,5.4,0.0,1.0,3.0,0.0,0.0,0.0,-0.07359552,0.00084546715,-0.0016272719,9.548388e-05,-8.838,0.09200001,0.0,0.0,,,,,0.60954803,0.011914073958333334,0.367,G,M,2011-06-14 21:00:00
2011-06-16 10:15:56.249998,22.82,5.5899997,1.0,1.0,3.0,0.0,0.0,0.0,-0.07376738,0.0008527545,-0.0015925585,9.556824e-05,-8.598001,0.1,0.0,0.0,,,,,0.60787576,-0.011067708310185186,0.342,G,M,2011-06-16 10:00:00
2011-06-17 19:40:44.998994,58.44,5.0699997,0.0,1.0,3.0,0.0,0.0,0.0,-0.073756,0.00085238536,-0.001576853,9.509886e-05,-7.9150004,0.095000006,0.0,0.0,,,,,0.60746557,0.013368067199074074,0.391,G,M,2011-06-17 20:00:00
2011-06-18 21:00:11.249990,54.84,5.37,0.0,1.0,3.0,0.0,0.0,0.0,-0.0738,0.0008505561,-0.0015545915,9.453517e-05,-7.991,0.101,0.0,0.0,,,,,0.606654,-0.00013020821759259258,0.366,G,M,2011-06-18 21:00:00
2011-06-19 20:39:22.500013,23.43,5.06,0.0,1.0,3.0,0.0,0.0,0.0,-0.073795125,0.00085173536,-0.0015414719,9.442612e-05,-8.604,0.09,0.0,0.0,,,,,0.6062952,0.014322916516203705,0.371,G,M,2011-06-19 21:00:00
2011-06-20 08:53:09.374990,16.699999,5.42,1.0,1.0,3.0,0.0,0.0,0.0,-0.07384731,0.00085484,-0.0015277632,9.4421936e-05,-8.742001,0.097,0.0,0.0,,,,,0.60570115,0.004752604282407407,0.35,G,M,2011-06-20 09:00:00
2011-06-26 19:54:29.998987,19.029999,4.9,0.0,1.0,3.0,0.0,0.0,0.0,-0.07414161,0.0008597937,-0.0014409734,9.415115e-05,-8.736,0.089,0.0,0.0,,,,,0.6021056,0.0038194561689814813,0.363,G,M,2011-06-26 20:00:00
2011-06-27 19:33:54.374990,14.29,5.3399997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07421857,0.0008628548,-0.0014300256,9.442791e-05,-8.836,0.097,0.0,0.0,,,,,0.6015051,0.018120659837962964,0.354,G,M,2011-06-27 20:00:00
2011-06-28 20:53:14.999984,20.64,5.2599998,0.0,1.0,3.0,0.0,0.0,0.0,-0.07417934,0.0008663972,-0.0014260116,9.484325e-05,-8.71,0.097,0.0,0.0,,,,,0.60153943,0.004687500185185186,0.318,G,M,2011-06-28 21:00:00
2011-06-29 09:07:03.749984,26.01,4.9,1.0,1.0,3.0,0.0,0.0,0.0,-0.07410657,0.00086517655,-0.0014248724,9.4906e-05,-8.601001,0.09,0.0,0.0,,,,,0.6017821,-0.004904513703703704,0.326,G,M,2011-06-29 09:00:00
2011-07-01 10:05:39.374005,17.279999,5.2,1.0,1.0,3.0,0.0,0.0,0.0,-0.07404222,0.0008705013,-0.0014284216,9.544885e-05,-8.773001,0.095000006,0.0,0.0,,,,,0.6021255,-0.0039279398726851855,0.403,G,M,2011-07-01 10:00:00
2011-07-01 19:51:03.750015,19.789999,4.95,0.0,1.0,3.0,0.0,0.0,0.0,-0.07404222,0.0008705013,-0.0014284216,9.544885e-05,-8.723001,0.09,0.0,0.0,,,,,0.6021255,0.006206597048611111,0.353,G,M,2011-07-01 20:00:00
2011-07-06 10:02:13.124993,11.349999,5.2999997,1.0,1.0,3.0,0.0,0.0,0.0,-0.07344407,0.00087373453,-0.0014952541,9.668135e-05,-8.848001,0.093,0.0,0.0,,,,,0.6063123,-0.0015407985300925926,0.311,G,M,2011-07-06 10:00:00
2011-07-08 20:46:19.687008,40.64,5.1,0.0,1.0,3.0,0.0,0.0,0.0,-0.07325544,0.00087449694,-0.0015200952,9.7006574e-05,-8.264,0.094000004,0.0,0.0,,,,,0.60775423,0.009494363333333334,0.413,G,M,2011-07-08 21:00:00
2011-07-09 09:00:05.623988,30.22,5.17,1.0,1.0,3.0,0.0,0.0,0.0,-0.07319046,0.00087425916,-0.0015280672,9.6955526e-05,-8.462001,0.093,0.0,0.0,,,,,0.6082358,-6.509245370370371e-05,0.366,G,M,2011-07-09 09:00:00
2011-07-11 09:58:46.874010,39.79,5.0299997,1.0,1.0,3.0,0.0,0.0,0.0,-0.072965205,0.0008705776,-0.0015460002,9.6280266e-05,-8.267,0.09200001,0.0,0.0,,,,,0.6096288,0.000846365625,0.389,G,M,2011-07-11 10:00:00
2011-07-11 19:44:11.250019,25.279999,5.22,0.0,1.0,3.0,0.0,0.0,0.0,-0.072965205,0.0008705776,-0.0015460002,9.6280266e-05,-8.5460005,0.093,0.0,0.0,,,,,0.6096288,0.01098090255787037,0.397,G,M,2011-07-11 20:00:00
2011-07-14 08:56:37.499990,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-16 09:55:20.624998,26.019999,5.12,1.0,1.0,3.0,0.0,0.0,0.0,-0.07246048,0.0008768105,-0.0015683027,9.6318894e-05,-8.512,0.09,0.0,0.0,,,,,0.6122489,0.0032335069675925926,0.369,G,M,2011-07-16 10:00:00
2011-07-16 19:40:44.998994,11.059999,5.49,0.0,1.0,3.0,0.0,0.0,0.0,-0.07246048,0.0008768105,-0.0015683027,9.6318894e-05,-8.798,0.094000004,0.0,0.0,,,,,0.6122489,0.013368067199074074,0.404,G,M,2011-07-16 20:00:00
2011-07-17 21:00:11.249990,28.05,5.64,0.0,1.0,3.0,0.0,0.0,0.0,-0.07242522,0.0008786944,-0.0015703931,9.6457174e-05,-8.472,0.101,0.0,0.0,,,,,0.6124483,-0.00013020821759259258,0.421,G,M,2011-07-17 21:00:00
2011-07-18 20:39:22.500013,12.23,5.29,0.0,1.0,3.0,0.0,0.0,0.0,-0.07243028,0.0008796802,-0.0015733707,9.645152e-05,-8.772,0.09,0.0,0.0,,,,,0.61251587,0.014322916516203705,0.377,G,M,2011-07-18 21:00:00
2011-07-21 19:37:18.749984,39.92,5.3399997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07239959,0.0008825986,-0.0015933632,9.640694e-05,-8.239,0.096,0.0,0.0,,,,,0.6132251,0.01575520851851852,0.414,G,M,2011-07-21 20:00:00
2011-07-22 20:56:41.248996,47.61,5.45,0.0,1.0,3.0,0.0,0.0,0.0,-0.07240421,0.00087853195,-0.0015965138,9.6145384e-05,-8.092,0.09900001,0.0,0.0,,,,,0.61329967,0.0023003588425925927,0.428,G,M,2011-07-22 21:00:00
2011-07-23 20:35:54.375010,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-25 10:09:03.748998,17.13,5.5499997,1.0,1.0,3.0,0.0,0.0,0.0,-0.07261789,0.00086434826,-0.0015973811,9.532291e-05,-8.675,0.097,0.0,0.0,,,,,0.6124865,-0.0062933911805555555,0.415,G,M,2011-07-25 10:00:00
2011-07-26 19:33:50.624981,24.25,5.5299997,0.0,1.0,3.0,0.0,0.0,0.0,-0.072756514,0.0008613096,-0.0015984741,9.5242045e-05,-8.543,0.098000005,0.0,0.0,,,,,0.6119756,0.018164062719907406,0.38,G,M,2011-07-26 20:00:00
2011-07-27 20:53:13.124999,56.52,5.2799997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07289731,0.0008580623,-0.0015965196,9.504229e-05,-7.932,0.097,0.0,0.0,,,,,0.611368,0.004709201400462963,0.379,G,M,2011-07-27 21:00:00
2011-07-28 09:07:00.000015,44.75,4.96,1.0,1.0,3.0,0.0,0.0,0.0,-0.07298073,0.0008556951,-0.0015945197,9.491813e-05,-8.159,0.09,0.0,0.0,,,,,0.6109837,-0.004861111284722222,0.415,G,M,2011-07-28 09:00:00
2011-07-29 08:46:11.249999,16.15,5.71,1.0,1.0,3.0,0.0,0.0,0.0,-0.07307147,0.00085371046,-0.0015921539,9.461784e-05,-8.708,0.1,0.0,0.0,,,,,0.6105611,0.009592013900462963,0.427,G,M,2011-07-29 09:00:00
2011-07-30 19:51:00.000004,14.049999,5.19,0.0,1.0,3.0,0.0,0.0,0.0,-0.07315183,0.0008526949,-0.0015877779,9.438636e-05,-8.752001,0.089,0.0,0.0,,,,,0.61012065,0.006249999953703704,0.372,G,M,2011-07-30 20:00:00
2011-07-31 19:30:24.375003,9.0199995,5.71,0.0,1.0,3.0,0.0,0.0,0.0,-0.07320399,0.000851694,-0.0015865237,9.4303956e-05,-8.85,0.09900001,0.0,0.0,,,,,0.6098816,0.020551215243055556,0.402,G,M,2011-07-31 20:00:00
2011-08-02 09:03:31.875012,13.009999,5.2599998,1.0,1.0,3.0,0.0,0.0,0.0,-0.0733498,0.0008398929,-0.001574178,9.32297e-05,-8.782001,0.09200001,0.0,0.0,,,,,0.608957,-0.0024522570833333335,0.393,G,M,2011-08-02 09:00:00
2011-08-04 10:02:09.374984,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-04 19:47:33.748981,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-11 20:42:44.999981,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-12 08:56:31.873991,18.23,5.19,1.0,1.0,3.0,0.0,0.0,0.0,-0.07486667,0.0008062346,-0.0014959116,8.799702e-05,-8.75,0.095000006,0.0,0.0,,,,,0.6009249,0.0024088658449074075,0.364,G,M,2011-08-12 09:00:00
2011-08-14 19:40:39.375007,27.029999,5.1099997,0.0,1.0,3.0,0.0,0.0,0.0,-0.074844144,0.00081061525,-0.001509682,8.848775e-05,-8.571,0.095000006,0.0,0.0,,,,,0.6013987,0.013433159641203703,0.379,G,M,2011-08-14 20:00:00
2011-08-16 20:39:14.999993,31.08,4.92,0.0,1.0,3.0,0.0,0.0,0.0,-0.07484299,0.000816052,-0.0015311998,8.923002e-05,-8.484,0.091000006,0.0,0.0,,,,,0.60201234,0.014409722303240741,0.422,G,M,2011-08-16 21:00:00
2011-08-19 19:37:11.248998,24.65,5.2999997,0.0,1.0,3.0,0.0,0.0,0.0,-0.074709535,0.0008223777,-0.0015686862,9.074658e-05,-8.594001,0.097,0.0,0.0,,,,,0.6035835,0.015842025486111112,0.416,G,M,2011-08-19 20:00:00
2011-08-21 20:35:46.874990,15.78,5.0299997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07467189,0.0008188202,-0.0015770049,9.056009e-05,-8.7630005,0.089,0.0,0.0,,,,,0.6039638,0.016818576504629628,0.339,G,M,2011-08-21 21:00:00
2011-08-27 08:46:03.750019,32.86,5.42,1.0,1.0,3.0,0.0,0.0,0.0,-0.07475193,0.0008187274,-0.0015571697,9.081968e-05,-8.438001,0.101,0.0,0.0,,,,,0.60309464,0.009678819224537036,0.394,G,M,2011-08-27 09:00:00
2011-08-28 10:05:28.124982,14.67,5.31,1.0,1.0,3.0,0.0,0.0,0.0,-0.0747691,0.0008196535,-0.0015500884,9.079658e-05,-8.798,0.096,0.0,0.0,,,,,0.60282826,-0.0037977428472222223,0.396,G,M,2011-08-28 10:00:00
2011-08-28 19:50:52.499020,21.07,4.99,0.0,1.0,3.0,0.0,0.0,0.0,-0.0747691,0.0008196535,-0.0015500884,9.079658e-05,-8.672001,0.09,0.0,0.0,,,,,0.60282826,0.006336816898148148,0.361,G,M,2011-08-28 20:00:00
2011-08-29 19:30:14.999998,15.41,5.5,0.0,1.0,3.0,0.0,0.0,0.0,-0.07478586,0.0008213687,-0.0015468398,9.078395e-05,-8.785001,0.1,0.0,0.0,,,,,0.6026723,0.020659722245370372,0.35,G,M,2011-08-29 20:00:00
2011-09-02 19:47:22.499998,19.99,5.0699997,0.0,1.0,3.0,0.0,0.0,0.0,-0.074751444,0.0008231258,-0.0015439366,9.1001355e-05,-8.695001,0.09200001,0.0,0.0,,,,,0.60272,0.00876736113425926,0.371,G,M,2011-09-02 20:00:00
2011-09-03 19:26:46.874996,28.18,5.46,0.0,1.0,3.0,0.0,0.0,0.0,-0.07474513,0.00082555047,-0.0015410598,9.130319e-05,-8.535001,0.101,0.0,0.0,,,,,0.6026625,-0.01859809023148148,0.353,G,M,2011-09-03 19:00:00
2011-09-05 08:59:50.624995,63.199997,4.89,1.0,1.0,3.0,0.0,0.0,0.0,-0.07481255,0.0008329598,-0.0015292071,9.2298265e-05,-7.8510003,0.094000004,0.0,0.0,,,,,0.6020709,0.00010850700231481481,0.398,G,M,2011-09-05 09:00:00
2011-09-07 09:58:29.999990,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-07 19:43:54.374995,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-09 20:42:33.749990,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-12 09:55:01.874990,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-12 19:40:26.248986,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-14 20:39:01.875019,32.89,4.8399997,0.0,1.0,3.0,0.0,0.0,0.0,-0.0756758,0.00085065415,-0.0014589846,9.4521114e-05,-8.490001,0.091000006,0.0,0.0,,,,,0.596866,0.014561631724537036,0.39,G,M,2011-09-14 21:00:00
2011-09-15 08:52:48.749995,27.3,5.15,1.0,1.0,3.0,0.0,0.0,0.0,-0.07581654,0.0008518435,-0.0014503974,9.469286e-05,-8.609,0.097,0.0,0.0,,,,,0.59610575,0.004991319502314815,0.366,G,M,2011-09-15 09:00:00
2011-09-16 10:12:09.374988,30.4,5.18,1.0,1.0,3.0,0.0,0.0,0.0,-0.075938895,0.00085316424,-0.0014492641,9.47045e-05,-8.549001,0.09900001,0.0,0.0,,,,,0.5956219,-0.008441840138888889,0.375,G,M,2011-09-16 10:00:00
2011-09-17 19:36:56.250004,25.439999,5.13,0.0,1.0,3.0,0.0,0.0,0.0,-0.076028235,0.0008525483,-0.0014527354,9.463147e-05,-8.651,0.097,0.0,0.0,,,,,0.59538805,0.016015624953703705,0.42,G,M,2011-09-17 20:00:00
2011-09-19 20:35:31.874990,54.85,4.6,0.0,1.0,3.0,0.0,0.0,0.0,-0.0762039,0.0008495519,-0.001462576,9.419234e-05,-8.057,0.089,0.0,0.0,,,,,0.595012,0.016992187615740742,0.378,G,M,2011-09-19 21:00:00
2011-09-22 19:33:28.125002,13.83,5.2999997,0.0,1.0,3.0,0.0,0.0,0.0,-0.076657444,0.0008506535,-0.0014719795,9.395539e-05,-8.895,0.098000005,0.0,0.0,,,,,0.5936041,0.018424479143518517,0.367,G,M,2011-09-22 20:00:00
2011-09-23 20:52:48.749995,15.57,5.2799997,0.0,1.0,3.0,0.0,0.0,0.0,-0.07675829,0.0008481065,-0.0014787967,9.372896e-05,-8.860001,0.098000005,0.0,0.0,,,,,0.59342164,0.004991319502314815,0.382,G,M,2011-09-23 21:00:00
2011-09-26 10:05:11.249998,25.029999,5.1099997,1.0,1.0,3.0,0.0,0.0,0.0,-0.076984204,0.0008451215,-0.0015138059,9.326002e-05,-8.662001,0.096,0.0,0.0,,,,,0.593556,-0.0036024305324074074,0.353,G,M,2011-09-26 10:00:00
2011-09-26 19:50:35.623994,19.779999,4.9,0.0,1.0,3.0,0.0,0.0,0.0,-0.076984204,0.0008451215,-0.0015138059,9.326002e-05,-8.768001,0.09,0.0,0.0,,,,,0.593556,0.006532129699074074,0.327,G,M,2011-09-26 20:00:00
2011-09-29 09:02:59.999990,23.449999,5.0099998,1.0,1.0,3.0,0.0,0.0,0.0,-0.0771819,0.0008473438,-0.0015602604,9.351297e-05,-8.682,0.093,0.0,0.0,,,,,0.59410936,-0.0020833332175925925,0.336,G,M,2011-09-29 09:00:00
2011-10-01 19:47:07.499998,15.4,5.0699997,0.0,1.0,3.0,0.0,0.0,0.0,-0.077354364,0.00084705657,-0.0015824367,9.334859e-05,-8.84,0.09200001,0.0,0.0,,,,,0.59408665,0.00894097224537037,0.323,G,M,2011-10-01 20:00:00
2011-10-06 09:58:24.373991,5.65,5.22,1.0,1.0,3.0,0.0,0.0,0.0,-0.078171305,0.0008514567,-0.0016300892,9.331595e-05,-9.038,0.093,0.0,0.0,,,,,0.5924033,0.001106782511574074,0.302,G,M,2011-10-06 10:00:00
2011-10-06 19:43:48.750000,18.1,5.15,0.0,1.0,3.0,0.0,0.0,0.0,-0.078171305,0.0008514567,-0.0016300892,9.331595e-05,-8.79,0.094000004,0.0,0.0,,,,,0.5924033,0.011241319444444444,0.335,G,M,2011-10-06 20:00:00
2011-10-08 20:42:31.875007,46.36,4.91,0.0,1.0,3.0,0.0,0.0,0.0,-0.07845423,0.0008563063,-0.0016411494,9.352671e-05,-8.228001,0.094000004,0.0,0.0,,,,,0.59167403,0.012131076307870371,0.35,G,M,2011-10-08 21:00:00
2011-10-11 09:55:05.624999,45.53,4.7999997,1.0,1.0,3.0,0.0,0.0,0.0,-0.07884292,0.00086054084,-0.0016611336,9.377879e-05,-8.248,0.091000006,0.0,0.0,,,,,0.590805,0.0034071180671296298,0.327,G,M,2011-10-11 10:00:00
2011-10-13 20:39:11.249984,33.829998,4.92,0.0,1.0,3.0,0.0,0.0,0.0,-0.07919198,0.00086044037,-0.0016811698,9.394943e-05,-8.483001,0.09200001,0.0,0.0,,,,,0.59008425,0.014453125185185186,0.353,G,M,2011-10-13 21:00:00
2011-10-14 08:52:59.999984,11.0,5.46,1.0,1.0,3.0,0.0,0.0,0.0,-0.07936037,0.000859801,-0.0016896634,9.401127e-05,-8.940001,0.09900001,0.0,0.0,,,,,0.5897053,0.004861111296296296,0.313,G,M,2011-10-14 09:00:00
